service,efa_date,delivery_start,delivery_end,efa,cleared_volume,clearing_price,service_type,auction_id
DCH,2023-12-15,2023-12-15T07:00:00+0000,2023-12-15T11:00:00+0000,3,946.0,1.1,Response,63
DRL,2023-12-15,2023-12-15T07:00:00+0000,2023-12-15T11:00:00+0000,3,330.0,9.5,Response,63
DCL,2023-12-15,2023-12-15T07:00:00+0000,2023-12-15T11:00:00+0000,3,839.0,1.13,Response,63
DMH,2023-12-15,2023-12-15T07:00:00+0000,2023-12-15T11:00:00+0000,3,170.0,-0.35,Response,63
DCL,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,954.0,0.73,Response,63
DCH,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,1095.0,1.07,Response,63
DRH,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,349.0,-6.82,Response,63
DMH,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,170.0,-1.15,Response,63
DRL,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,215.0,9.11,Response,63
DML,2023-12-15,2023-12-15T03:00:00+0000,2023-12-15T07:00:00+0000,2,150.0,3.15,Response,63
DMH,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,170.0,-0.36,Response,63
DCL,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,944.0,0.6,Response,63
DRL,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,208.0,9.19,Response,63
DCH,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,1059.0,0.84,Response,63
DML,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,150.0,3.11,Response,63
DRH,2023-12-15,2023-12-14T23:00:00+0000,2023-12-15T03:00:00+0000,1,350.0,-6.63,Response,63
DRH,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,350.0,-6.24,Response,62
DML,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,150.0,4.0,Response,62
DMH,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,170.0,-0.73,Response,62
DCL,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,854.0,1.69,Response,62
DCH,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,953.0,0.74,Response,62
DRL,2023-12-14,2023-12-14T19:00:00+0000,2023-12-14T23:00:00+0000,6,265.0,9.5,Response,62
DMH,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,150.0,3.14,Response,62
DRL,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,201.0,12.14,Response,62
DCH,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,887.0,5.33,Response,62
DML,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,150.0,5.5,Response,62
DCL,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,793.0,3.9,Response,62
DRH,2023-12-14,2023-12-14T15:00:00+0000,2023-12-14T19:00:00+0000,5,350.0,-2.57,Response,62
DRH,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,350.0,-6.44,Response,62
DCL,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,799.0,0.96,Response,62
DMH,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,166.0,-1.32,Response,62
DCH,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,926.0,1.49,Response,62
DML,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,150.0,3.35,Response,62
DRL,2023-12-14,2023-12-14T11:00:00+0000,2023-12-14T15:00:00+0000,4,265.0,9.5,Response,62
DML,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,150.0,3.08,Response,62
DRH,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,350.0,-6.57,Response,62
DCH,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,931.0,1.0,Response,62
DRL,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,265.0,9.5,Response,62
DCL,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,836.0,1.16,Response,62
DMH,2023-12-14,2023-12-14T07:00:00+0000,2023-12-14T11:00:00+0000,3,160.0,-0.42,Response,62
DCL,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,962.0,0.61,Response,62
DCH,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,1039.0,1.31,Response,62
DRH,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,350.0,-6.83,Response,62
DMH,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,169.0,-0.5,Response,62
DRL,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,200.0,9.0,Response,62
DML,2023-12-14,2023-12-14T03:00:00+0000,2023-12-14T07:00:00+0000,2,149.0,2.88,Response,62
DMH,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,169.0,-0.17,Response,62
DCL,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,944.0,0.6,Response,62
DRL,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,200.0,9.0,Response,62
DCH,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,1015.0,1.11,Response,62
DML,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,149.0,2.94,Response,62
DRH,2023-12-14,2023-12-13T23:00:00+0000,2023-12-14T03:00:00+0000,1,350.0,-6.07,Response,62
DRH,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,350.0,-6.48,Response,61
DML,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,150.0,3.5,Response,61
DMH,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,170.0,-0.55,Response,61
DCL,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,876.0,1.5,Response,61
DCH,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,946.0,0.73,Response,61
DRL,2023-12-13,2023-12-13T19:00:00+0000,2023-12-13T23:00:00+0000,6,266.0,9.4,Response,61
DMH,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,150.0,6.33,Response,61
DRL,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,262.0,10.6,Response,61
DCH,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,910.0,3.93,Response,61
DML,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,150.0,6.5,Response,61
DCL,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,867.0,4.47,Response,61
DRH,2023-12-13,2023-12-13T15:00:00+0000,2023-12-13T19:00:00+0000,5,350.0,-1.81,Response,61
DRH,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,350.0,-4.81,Response,61
DCL,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,784.0,0.76,Response,61
DMH,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,169.0,-1.17,Response,61
DCH,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,934.0,1.47,Response,61
DML,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,150.0,3.24,Response,61
DRL,2023-12-13,2023-12-13T11:00:00+0000,2023-12-13T15:00:00+0000,4,266.0,9.19,Response,61
DML,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,150.0,3.16,Response,61
DRH,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,350.0,-5.44,Response,61
DCH,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,955.0,1.12,Response,61
DRL,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,266.0,9.19,Response,61
DCL,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,842.0,1.08,Response,61
DMH,2023-12-13,2023-12-13T07:00:00+0000,2023-12-13T11:00:00+0000,3,170.0,-0.33,Response,61
DCL,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,950.0,1.0,Response,61
DCH,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,1066.0,1.21,Response,61
DRH,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,350.0,-5.41,Response,61
DMH,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,149.0,0.06,Response,61
DRL,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,203.0,9.06,Response,61
DML,2023-12-13,2023-12-13T03:00:00+0000,2023-12-13T07:00:00+0000,2,149.0,3.16,Response,61
DMH,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,170.0,-1.04,Response,61
DCL,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,946.0,0.51,Response,61
DRL,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,196.0,10.0,Response,61
DCH,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,1038.0,0.76,Response,61
DML,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,150.0,3.31,Response,61
DRH,2023-12-13,2023-12-12T23:00:00+0000,2023-12-13T03:00:00+0000,1,350.0,-6.94,Response,61
DRH,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,350.0,-6.47,Response,60
DML,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,149.0,3.48,Response,60
DMH,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,169.0,-0.62,Response,60
DCL,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,881.0,1.16,Response,60
DCH,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,955.0,1.1,Response,60
DRL,2023-12-12,2023-12-12T19:00:00+0000,2023-12-12T23:00:00+0000,6,267.0,9.4,Response,60
DMH,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,170.0,-0.23,Response,60
DRL,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,267.0,12.75,Response,60
DCH,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,927.0,1.37,Response,60
DML,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,150.0,4.85,Response,60
DCL,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,912.0,2.86,Response,60
DRH,2023-12-12,2023-12-12T15:00:00+0000,2023-12-12T19:00:00+0000,5,350.0,-6.04,Response,60
DRH,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,350.0,-6.11,Response,60
DCL,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,825.0,0.76,Response,60
DMH,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,170.0,-1.2,Response,60
DCH,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,933.0,0.86,Response,60
DML,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,150.0,3.25,Response,60
DRL,2023-12-12,2023-12-12T11:00:00+0000,2023-12-12T15:00:00+0000,4,329.0,9.4,Response,60
DML,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,150.0,3.33,Response,60
DRH,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,350.0,-7.16,Response,60
DCH,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,958.0,0.79,Response,60
DRL,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,267.0,9.4,Response,60
DCL,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,897.0,1.09,Response,60
DMH,2023-12-12,2023-12-12T07:00:00+0000,2023-12-12T11:00:00+0000,3,170.0,-1.33,Response,60
DCL,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,966.0,0.45,Response,60
DCH,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,1167.0,1.17,Response,60
DRH,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,350.0,-6.14,Response,60
DMH,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,150.0,2.1,Response,60
DRL,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,217.0,10.17,Response,60
DML,2023-12-12,2023-12-12T03:00:00+0000,2023-12-12T07:00:00+0000,2,150.0,3.42,Response,60
DMH,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,166.0,-0.15,Response,60
DCL,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,947.0,0.6,Response,60
DRL,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,205.0,12.2,Response,60
DCH,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,1103.0,1.04,Response,60
DML,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,150.0,4.21,Response,60
DRH,2023-12-12,2023-12-11T23:00:00+0000,2023-12-12T03:00:00+0000,1,350.0,-6.51,Response,60
DRH,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,350.0,-6.0,Response,59
DML,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,150.0,3.54,Response,59
DMH,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,170.0,-0.74,Response,59
DCL,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,853.0,1.07,Response,59
DCH,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,944.0,1.09,Response,59
DRL,2023-12-11,2023-12-11T19:00:00+0000,2023-12-11T23:00:00+0000,6,330.0,11.48,Response,59
DMH,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,170.0,-0.52,Response,59
DRL,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,293.0,13.19,Response,59
DCH,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,927.0,1.25,Response,59
DML,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,150.0,3.48,Response,59
DCL,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,818.0,2.03,Response,59
DRH,2023-12-11,2023-12-11T15:00:00+0000,2023-12-11T19:00:00+0000,5,350.0,-6.36,Response,59
DRH,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,350.0,-5.94,Response,59
DCL,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,819.0,0.73,Response,59
DMH,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,170.0,-0.41,Response,59
DCH,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,936.0,1.49,Response,59
DML,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,150.0,3.08,Response,59
DRL,2023-12-11,2023-12-11T11:00:00+0000,2023-12-11T15:00:00+0000,4,272.0,11.45,Response,59
DML,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,150.0,2.92,Response,59
DRH,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,350.0,-4.98,Response,59
DCH,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,951.0,1.11,Response,59
DRL,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,272.0,12.5,Response,59
DCL,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,858.0,1.07,Response,59
DMH,2023-12-11,2023-12-11T07:00:00+0000,2023-12-11T11:00:00+0000,3,157.0,-0.17,Response,59
DCL,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,968.0,0.47,Response,59
DCH,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,1178.0,2.5,Response,59
DRH,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,350.0,-2.0,Response,59
DMH,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,150.0,0.62,Response,59
DRL,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,233.0,9.38,Response,59
DML,2023-12-11,2023-12-11T03:00:00+0000,2023-12-11T07:00:00+0000,2,150.0,3.76,Response,59
DMH,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,163.0,-0.99,Response,59
DCL,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,953.0,0.6,Response,59
DRL,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,227.0,9.0,Response,59
DCH,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,1173.0,1.29,Response,59
DML,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,150.0,4.32,Response,59
DRH,2023-12-11,2023-12-10T23:00:00+0000,2023-12-11T03:00:00+0000,1,330.0,0.01,Response,59
DRH,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,350.0,-6.06,Response,58
DML,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,150.0,3.54,Response,58
DMH,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,170.0,-0.71,Response,58
DCL,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,958.0,0.95,Response,58
DCH,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,1149.0,1.12,Response,58
DRL,2023-12-10,2023-12-10T19:00:00+0000,2023-12-10T23:00:00+0000,6,269.0,11.72,Response,58
DMH,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,170.0,-0.52,Response,58
DRL,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,330.0,12.83,Response,58
DCH,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,958.0,1.21,Response,58
DML,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,150.0,3.51,Response,58
DCL,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,841.0,1.73,Response,58
DRH,2023-12-10,2023-12-10T15:00:00+0000,2023-12-10T19:00:00+0000,5,350.0,-7.08,Response,58
DRH,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,350.0,-5.77,Response,58
DCL,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,853.0,0.62,Response,58
DMH,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,165.0,-0.48,Response,58
DCH,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,966.0,1.15,Response,58
DML,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,150.0,3.08,Response,58
DRL,2023-12-10,2023-12-10T11:00:00+0000,2023-12-10T15:00:00+0000,4,330.0,9.51,Response,58
DML,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,150.0,3.07,Response,58
DRH,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,350.0,-3.0,Response,58
DCH,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,1166.0,1.21,Response,58
DRL,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,276.0,10.13,Response,58
DCL,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,954.0,1.08,Response,58
DMH,2023-12-10,2023-12-10T07:00:00+0000,2023-12-10T11:00:00+0000,3,150.0,0.18,Response,58
DCL,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,968.0,0.13,Response,58
DCH,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,1178.0,5.4,Response,58
DRH,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,350.0,-2.19,Response,58
DMH,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,150.0,2.75,Response,58
DRL,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,211.0,10.09,Response,58
DML,2023-12-10,2023-12-10T03:00:00+0000,2023-12-10T07:00:00+0000,2,150.0,4.38,Response,58
DMH,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,170.0,-0.98,Response,58
DCL,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,950.0,0.99,Response,58
DRL,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,208.0,12.2,Response,58
DCH,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,1176.0,1.36,Response,58
DML,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,150.0,4.32,Response,58
DRH,2023-12-10,2023-12-09T23:00:00+0000,2023-12-10T03:00:00+0000,1,350.0,-0.92,Response,58
DRH,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,350.0,-6.1,Response,57
DML,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,150.0,3.48,Response,57
DMH,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,170.0,-0.48,Response,57
DCL,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,969.0,1.06,Response,57
DCH,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,1179.0,1.1,Response,57
DRL,2023-12-09,2023-12-09T19:00:00+0000,2023-12-09T23:00:00+0000,6,266.0,11.83,Response,57
DMH,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,170.0,-0.52,Response,57
DRL,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,266.0,12.2,Response,57
DCH,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,1087.0,1.02,Response,57
DML,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,150.0,4.7,Response,57
DCL,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,1006.0,1.75,Response,57
DRH,2023-12-09,2023-12-09T15:00:00+0000,2023-12-09T19:00:00+0000,5,350.0,-6.75,Response,57
DRH,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,350.0,-5.77,Response,57
DCL,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,929.0,0.85,Response,57
DMH,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,170.0,-0.68,Response,57
DCH,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,1079.0,1.0,Response,57
DML,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,150.0,3.08,Response,57
DRL,2023-12-09,2023-12-09T11:00:00+0000,2023-12-09T15:00:00+0000,4,330.0,9.89,Response,57
DML,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,150.0,3.07,Response,57
DRH,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,350.0,-3.83,Response,57
DCH,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,1197.0,1.04,Response,57
DRL,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,301.0,9.0,Response,57
DCL,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,969.0,0.98,Response,57
DMH,2023-12-09,2023-12-09T07:00:00+0000,2023-12-09T11:00:00+0000,3,150.0,0.48,Response,57
DCL,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,972.0,0.41,Response,57
DCH,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,1212.0,2.31,Response,57
DRH,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,350.0,-3.55,Response,57
DMH,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,150.0,0.52,Response,57
DRL,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,203.0,10.3,Response,57
DML,2023-12-09,2023-12-09T03:00:00+0000,2023-12-09T07:00:00+0000,2,150.0,4.1,Response,57
DMH,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,167.0,-0.17,Response,57
DCL,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,970.0,0.3,Response,57
DRL,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,203.0,9.97,Response,57
DCH,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,1201.0,0.88,Response,57
DML,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,150.0,3.32,Response,57
DRH,2023-12-09,2023-12-08T23:00:00+0000,2023-12-09T03:00:00+0000,1,350.0,-2.0,Response,57
DRH,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,350.0,-6.56,Response,56
DML,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,150.0,3.3,Response,56
DMH,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,170.0,-1.29,Response,56
DCL,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,963.0,0.99,Response,56
DCH,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,1140.0,0.89,Response,56
DRL,2023-12-08,2023-12-08T19:00:00+0000,2023-12-08T23:00:00+0000,6,311.0,9.9,Response,56
DMH,2023-12-08,2023-12-08T15:00:00+0000,2023-12-08T19:00:00+0000,5,170.0,-1.31,Response,56
