Tender Ref,Status,Rejection Codes,Company Name,"Tendered Unit 
(BMU/Unit ID)",TO connection  /  DNO connection,Generation Type,Start Date,End Date,"Tendered Period 
(dd.mm.yy - dd.mm.yy)",Applicable FFR Capability Data Table,Tendered Frames per Service Day - From (Mon-Fri),Tendered Frames per Service Day - To (Mon- Fri),Tendered Frames per Service Day - Duration (Mon-Fri),Tendered Frames per Service Day - From (Saturday),Tendered Frames per Service Day - To (Saturday),Tendered Frames per Service Day - Duration (Saturday),Tendered Frames per Service Day - From (Sunday/Bank Holidays),Tendered Frames per Service Day - To (Sunday/Bank Holidays),Tendered Frames per Service Day - Duration (Sunday/Bank Hol),Tendered Prices - Availability Fee (£/h),Tendered Prices - Nomination Fee (£/h),Tendered Prices -  Window Initiation Fee (£/window),BMUs  Only ,Maximum Part Load Point (MW),Minimum Part Load Point (MW),Minimum MEL (MW),Maximum SEL (MW),Primary Response (max.) @ 0.2Hz (MW),Primary Response (max.) @ 0.5Hz (MW),Primary Response (max.) @ 0.8Hz (MW),Secondary Response (max.) @ 0.2/0.2Hz (MW),Secondary Response (max.) @ 0.5/0.5Hz (MW),High Frequency Response (max.) @ 0.2Hz (MW),High Frequency Response (max.) @ 0.5Hz (MW),Are you adding volume as per detail change provision,Please state the accepted tender that you are stacking onto,Please state if this is an all or nothing bid.,Please indicate if this is a mutually exclusive tender ,Automatic Response Energy Deliverable by 10s (MW),Automatic Response Energy Deliverable by 30s (MW),Post code,Comments 
161.053,Rejected,1.2,Flexitricity Limited,AG-MFLX02,DNO connection,DSF: Storage (for export),31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,700,8,2300,700,8,2300,700,8,543.9,,,YES,,,,,19.96,49,49,19.96,49,19.96,49,,,,,,,S66 9,
161.054,Rejected,1.2,Flexitricity Limited,AG-MFLX02,DNO connection,DSF: Storage (for export),01/06/2023,30/06/2023,01.06.23 - 30.06.23 (1 months),As per FFR framework agreement ,700,1500,8,700,1500,8,700,1500,8,478.24,,,YES,,,,,19.96,49,49,19.96,49,19.96,49,,,,,,,S66 9,
161.055,Rejected,1.2,Flexitricity Limited,AG-MFLX02,DNO connection,DSF: Storage (for export),01/06/2023,30/06/2023,01.06.23 - 30.06.23 (1 months),As per FFR framework agreement ,1500,2300,8,1500,2300,8,1500,2300,8,477.26,,,YES,,,,,19.96,49,49,19.96,49,19.96,49,,,,,,,S66 9,
161.056,Rejected,4,OSSPV001 Limited,UF_FLX02 ,DNO connection,DSF: Storage (onsite),31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,1500,16,2300,1500,16,2300,1500,16,63.09,,,,,,,,3.6,9,9,3.6,9,3.6,9,,,J,Must be accepted with K,,,RM18,
161.057,Rejected,4,OSSPV001 Limited,UF_FLX02 ,DNO connection,DSF: Storage (onsite),01/06/2023,30/06/2023,01.06.23 - 30.06.23 (1 months),As per FFR framework agreement ,1500,2300,8,1500,2300,8,1500,2300,8,66.87,,,,,,,,3.6,9,9,3.6,9,3.6,9,,,K,Must be accepted with J,,,RM18 ,
161.058,Accepted,NA,OSSPV001 Limited,UF_FLX02 ,DNO connection,DSF: Storage (onsite),31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,2300,24,2300,2300,24,2300,2300,24,64.35,,,,,,,,3.6,9,9,3.6,9,3.6,9,,,L,Cannot be accepted with J or K,,,RM18 ,
161.059,Accepted,NA,GridBeyond Limited,GBND-2,DNO connection,DSF: Load response,31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,2300,24,2300,2300,24,2300,2300,24,60.84,,,,,,,,4.8,12,12,4.8,12,4.8,12,,,, ,,,,
161.060,Rejected,1.2,GridBeyond Limited,GBND-1,DNO connection,DSF: Load response,31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,2300,24,2300,2300,24,2300,2300,24,63,,,,,,,,2.8,7,7,2.8,7,2.8,7,,,,,,,,
161.061,Rejected,1.2,Habitat Energy Limited,AG-HEL01H,DNO connection,DSF: Storage (for export),31/05/2023,30/06/2023,31.05.23 - 30.06.23 (1 months),As per FFR framework agreement ,2300,700,8,2300,700,8,2300,700,8,142.5,,,YES,,,,,6,15,15,6,15,6,15,,,,,,,SN12 ,
161.062,Rejected,1.2,Habitat Energy Limited,AG-HEL01H,DNO connection,DSF: Storage (for export),01/06/2023,30/06/2023,01.06.23 - 30.06.23 (1 months),As per FFR framework agreement ,700,1500,8,700,1500,8,700,1500,8,147,,,YES,,,,,6,15,15,6,15,6,15,,,,,,,SN12 ,
