Date Time,Value
2021-12-30 20:00:00,200.12
2021-12-30 20:30:00,200.12
2021-12-30 21:00:00,151.38
2021-12-30 21:30:00,151.38
2021-12-30 22:00:00,128.19
2021-12-30 22:30:00,128.19
2021-12-30 23:00:00,58.08
2021-12-30 23:30:00,58.08
2021-12-31 00:00:00,91.65
2021-12-31 00:30:00,91.65
2021-12-31 01:00:00,64.63
2021-12-31 01:30:00,64.63
2021-12-31 02:00:00,8.26
2021-12-31 02:30:00,8.26
2021-12-31 03:00:00,-5.24
2021-12-31 03:30:00,-5.24
2021-12-31 04:00:00,-9.14
2021-12-31 04:30:00,-9.14
2021-12-31 05:00:00,5.44
2021-12-31 05:30:00,5.44
2021-12-31 06:00:00,67.18
2021-12-31 06:30:00,67.18
2021-12-31 07:00:00,94.71
2021-12-31 07:30:00,94.71
2021-12-31 08:00:00,110.07
2021-12-31 08:30:00,110.07
2021-12-31 09:00:00,145.01
2021-12-31 09:30:00,145.01
2021-12-31 10:00:00,165.45
2021-12-31 10:30:00,165.45
2021-12-31 11:00:00,156.22
2021-12-31 11:30:00,156.22
2021-12-31 12:00:00,164.79
2021-12-31 12:30:00,164.79
2021-12-31 13:00:00,159.92
2021-12-31 13:30:00,159.92
2021-12-31 14:00:00,171.07
2021-12-31 14:30:00,171.07
2021-12-31 15:00:00,121.58
2021-12-31 15:30:00,121.58
2021-12-31 16:00:00,169.53
2021-12-31 16:30:00,169.53
2021-12-31 17:00:00,229.04
2021-12-31 17:30:00,229.04
2021-12-31 18:00:00,197.63
2021-12-31 18:30:00,197.63
2021-12-31 19:00:00,183.8
2021-12-31 19:30:00,183.8
2021-12-31 20:00:00,149.96
2021-12-31 20:30:00,149.96
2021-12-31 21:00:00,167.37
2021-12-31 21:30:00,167.37
2021-12-31 22:00:00,147.04
2021-12-31 22:30:00,147.04
2021-12-31 23:00:00,125.91
2021-12-31 23:30:00,125.91
2022-01-01 00:00:00,149.98
2022-01-01 00:30:00,149.98
2022-01-01 01:00:00,99.99
2022-01-01 01:30:00,99.99
2022-01-01 02:00:00,25.05
2022-01-01 02:30:00,25.05
2022-01-01 03:00:00,7.85
2022-01-01 03:30:00,7.85
2022-01-01 04:00:00,-10.0
2022-01-01 04:30:00,-10.0
2022-01-01 05:00:00,-25.0
2022-01-01 05:30:00,-25.0
2022-01-01 06:00:00,-24.98
2022-01-01 06:30:00,-24.98
2022-01-01 07:00:00,-50.0
2022-01-01 07:30:00,-50.0
2022-01-01 08:00:00,-39.19
2022-01-01 08:30:00,-39.19
2022-01-01 09:00:00,0.01
2022-01-01 09:30:00,0.01
2022-01-01 10:00:00,20.0
2022-01-01 10:30:00,20.0
2022-01-01 11:00:00,58.61
2022-01-01 11:30:00,58.61
2022-01-01 12:00:00,90.17
2022-01-01 12:30:00,90.17
2022-01-01 13:00:00,100.0
2022-01-01 13:30:00,100.0
2022-01-01 14:00:00,102.16
2022-01-01 14:30:00,102.16
2022-01-01 15:00:00,103.61
2022-01-01 15:30:00,103.61
2022-01-01 16:00:00,155.43
2022-01-01 16:30:00,155.43
2022-01-01 17:00:00,207.68
2022-01-01 17:30:00,207.68
2022-01-01 18:00:00,156.48
2022-01-01 18:30:00,156.48
2022-01-01 19:00:00,124.92
2022-01-01 19:30:00,124.92
2022-01-01 20:00:00,127.38
2022-01-01 20:30:00,127.38
2022-01-01 21:00:00,100.0
2022-01-01 21:30:00,100.0
2022-01-01 22:00:00,73.12
2022-01-01 22:30:00,73.12
2022-01-01 23:00:00,115.95
2022-01-01 23:30:00,115.95
2022-01-02 00:00:00,46.59
2022-01-02 00:30:00,46.59
2022-01-02 01:00:00,32.5
2022-01-02 01:30:00,32.5
2022-01-02 02:00:00,10.0
2022-01-02 02:30:00,10.0
2022-01-02 03:00:00,6.0
2022-01-02 03:30:00,6.0
2022-01-02 04:00:00,5.01
2022-01-02 04:30:00,5.01
2022-01-02 05:00:00,5.2
2022-01-02 05:30:00,5.2
2022-01-02 06:00:00,4.72
2022-01-02 06:30:00,4.72
2022-01-02 07:00:00,9.92
2022-01-02 07:30:00,9.92
2022-01-02 08:00:00,37.19
2022-01-02 08:30:00,37.19
2022-01-02 09:00:00,66.1
2022-01-02 09:30:00,66.1
2022-01-02 10:00:00,86.0
2022-01-02 10:30:00,86.0
2022-01-02 11:00:00,71.01
2022-01-02 11:30:00,71.01
2022-01-02 12:00:00,74.08
2022-01-02 12:30:00,74.08
2022-01-02 13:00:00,67.23
2022-01-02 13:30:00,67.23
2022-01-02 14:00:00,82.11
2022-01-02 14:30:00,82.11
2022-01-02 15:00:00,56.08
2022-01-02 15:30:00,56.08
2022-01-02 16:00:00,124.91
2022-01-02 16:30:00,124.91
2022-01-02 17:00:00,148.9
2022-01-02 17:30:00,148.9
2022-01-02 18:00:00,120.0
2022-01-02 18:30:00,120.0
2022-01-02 19:00:00,86.83
2022-01-02 19:30:00,86.83
2022-01-02 20:00:00,64.66
2022-01-02 20:30:00,64.66
2022-01-02 21:00:00,83.03
2022-01-02 21:30:00,83.03
2022-01-02 22:00:00,0.0
2022-01-02 22:30:00,0.0
2022-01-02 23:00:00,62.01
2022-01-02 23:30:00,62.01
2022-01-03 00:00:00,-9.99
2022-01-03 00:30:00,-9.99
2022-01-03 01:00:00,-13.62
2022-01-03 01:30:00,-13.62
2022-01-03 02:00:00,-20.04
2022-01-03 02:30:00,-20.04
2022-01-03 03:00:00,-24.99
2022-01-03 03:30:00,-24.99
2022-01-03 04:00:00,-14.73
2022-01-03 04:30:00,-14.73
2022-01-03 05:00:00,19.9
2022-01-03 05:30:00,19.9
2022-01-03 06:00:00,67.99
2022-01-03 06:30:00,67.99
2022-01-03 07:00:00,28.2
2022-01-03 07:30:00,28.2
2022-01-03 08:00:00,89.8
2022-01-03 08:30:00,89.8
2022-01-03 09:00:00,65.6
2022-01-03 09:30:00,65.6
2022-01-03 10:00:00,73.0
2022-01-03 10:30:00,73.0
2022-01-03 11:00:00,76.47
2022-01-03 11:30:00,76.47
2022-01-03 12:00:00,93.29
2022-01-03 12:30:00,93.29
2022-01-03 13:00:00,96.44
2022-01-03 13:30:00,96.44
2022-01-03 14:00:00,93.44
2022-01-03 14:30:00,93.44
2022-01-03 15:00:00,108.55
2022-01-03 15:30:00,108.55
2022-01-03 16:00:00,128.24
2022-01-03 16:30:00,128.24
2022-01-03 17:00:00,159.0
2022-01-03 17:30:00,159.0
2022-01-03 18:00:00,141.68
2022-01-03 18:30:00,141.68
2022-01-03 19:00:00,145.22
2022-01-03 19:30:00,145.22
2022-01-03 20:00:00,121.29
2022-01-03 20:30:00,121.29
2022-01-03 21:00:00,121.2
2022-01-03 21:30:00,121.2
2022-01-03 22:00:00,96.69
2022-01-03 22:30:00,96.69
2022-01-03 23:00:00,-12.67
2022-01-03 23:30:00,-12.67
2022-01-04 00:00:00,149.92
2022-01-04 00:30:00,149.92
2022-01-04 01:00:00,134.97
2022-01-04 01:30:00,134.97
2022-01-04 02:00:00,99.96
2022-01-04 02:30:00,99.96
2022-01-04 03:00:00,85.09
2022-01-04 03:30:00,85.09
2022-01-04 04:00:00,93.0
2022-01-04 04:30:00,93.0
2022-01-04 05:00:00,127.05
2022-01-04 05:30:00,127.05
2022-01-04 06:00:00,162.01
2022-01-04 06:30:00,162.01
2022-01-04 07:00:00,165.46
2022-01-04 07:30:00,165.46
2022-01-04 08:00:00,168.09
2022-01-04 08:30:00,168.09
2022-01-04 09:00:00,164.23
2022-01-04 09:30:00,164.23
2022-01-04 10:00:00,158.88
2022-01-04 10:30:00,158.88
2022-01-04 11:00:00,146.38
2022-01-04 11:30:00,146.38
2022-01-04 12:00:00,142.27
2022-01-04 12:30:00,142.27
2022-01-04 13:00:00,139.03
2022-01-04 13:30:00,139.03
2022-01-04 14:00:00,142.75
2022-01-04 14:30:00,142.75
2022-01-04 15:00:00,142.02
2022-01-04 15:30:00,142.02
2022-01-04 16:00:00,159.01
2022-01-04 16:30:00,159.01
2022-01-04 17:00:00,163.46
2022-01-04 17:30:00,163.46
2022-01-04 18:00:00,157.91
2022-01-04 18:30:00,157.91
2022-01-04 19:00:00,140.68
2022-01-04 19:30:00,140.68
2022-01-04 20:00:00,118.85
2022-01-04 20:30:00,118.85
2022-01-04 21:00:00,117.73
2022-01-04 21:30:00,117.73
2022-01-04 22:00:00,84.5
2022-01-04 22:30:00,84.5
2022-01-04 23:00:00,101.0
2022-01-04 23:30:00,101.0
2022-01-05 00:00:00,101.28
2022-01-05 00:30:00,101.28
2022-01-05 01:00:00,90.01
2022-01-05 01:30:00,90.01
2022-01-05 02:00:00,81.16
2022-01-05 02:30:00,81.16
2022-01-05 03:00:00,78.25
2022-01-05 03:30:00,78.25
2022-01-05 04:00:00,84.72
2022-01-05 04:30:00,84.72
2022-01-05 05:00:00,129.41
2022-01-05 05:30:00,129.41
2022-01-05 06:00:00,179.99
2022-01-05 06:30:00,179.99
2022-01-05 07:00:00,175.3
2022-01-05 07:30:00,175.3
2022-01-05 08:00:00,177.09
2022-01-05 08:30:00,177.09
2022-01-05 09:00:00,176.63
2022-01-05 09:30:00,176.63
2022-01-05 10:00:00,172.59
2022-01-05 10:30:00,172.59
2022-01-05 11:00:00,173.12
2022-01-05 11:30:00,173.12
2022-01-05 12:00:00,175.26
2022-01-05 12:30:00,175.26
2022-01-05 13:00:00,183.93
2022-01-05 13:30:00,183.93
2022-01-05 14:00:00,186.21
2022-01-05 14:30:00,186.21
2022-01-05 15:00:00,173.82
2022-01-05 15:30:00,173.82
2022-01-05 16:00:00,214.93
2022-01-05 16:30:00,214.93
2022-01-05 17:00:00,269.74
2022-01-05 17:30:00,269.74
2022-01-05 18:00:00,261.99
2022-01-05 18:30:00,261.99
2022-01-05 19:00:00,256.88
2022-01-05 19:30:00,256.88
2022-01-05 20:00:00,194.12
2022-01-05 20:30:00,194.12
2022-01-05 21:00:00,176.53
2022-01-05 21:30:00,176.53
2022-01-05 22:00:00,180.42
2022-01-05 22:30:00,180.42
2022-01-05 23:00:00,115.27
2022-01-05 23:30:00,115.27
2022-01-06 00:00:00,202.0
2022-01-06 00:30:00,202.0
2022-01-06 01:00:00,205.0
2022-01-06 01:30:00,205.0
2022-01-06 02:00:00,186.88
2022-01-06 02:30:00,186.88
2022-01-06 03:00:00,164.01
2022-01-06 03:30:00,164.01
2022-01-06 04:00:00,155.06
2022-01-06 04:30:00,155.06
2022-01-06 05:00:00,172.37
2022-01-06 05:30:00,172.37
2022-01-06 06:00:00,199.22
2022-01-06 06:30:00,199.22
2022-01-06 07:00:00,227.04
2022-01-06 07:30:00,227.04
2022-01-06 08:00:00,237.94
2022-01-06 08:30:00,237.94
2022-01-06 09:00:00,237.59
2022-01-06 09:30:00,237.59
2022-01-06 10:00:00,199.92
2022-01-06 10:30:00,199.92
2022-01-06 11:00:00,197.19
2022-01-06 11:30:00,197.19
2022-01-06 12:00:00,195.76
2022-01-06 12:30:00,195.76
2022-01-06 13:00:00,193.15
2022-01-06 13:30:00,193.15
2022-01-06 14:00:00,196.67
2022-01-06 14:30:00,196.67
2022-01-06 15:00:00,196.18
2022-01-06 15:30:00,196.18
2022-01-06 16:00:00,214.94
2022-01-06 16:30:00,214.94
2022-01-06 17:00:00,216.66
2022-01-06 17:30:00,216.66
2022-01-06 18:00:00,210.68
2022-01-06 18:30:00,210.68
2022-01-06 19:00:00,206.37
2022-01-06 19:30:00,206.37
2022-01-06 20:00:00,196.13
2022-01-06 20:30:00,196.13
2022-01-06 21:00:00,187.39
2022-01-06 21:30:00,187.39
2022-01-06 22:00:00,166.98
2022-01-06 22:30:00,166.98
2022-01-06 23:00:00,185.0
2022-01-06 23:30:00,185.0
2022-01-07 00:00:00,162.43
2022-01-07 00:30:00,162.43
2022-01-07 01:00:00,159.91
2022-01-07 01:30:00,159.91
2022-01-07 02:00:00,141.54
2022-01-07 02:30:00,141.54
2022-01-07 03:00:00,133.96
2022-01-07 03:30:00,133.96
2022-01-07 04:00:00,153.52
2022-01-07 04:30:00,153.52
2022-01-07 05:00:00,170.45
2022-01-07 05:30:00,170.45
2022-01-07 06:00:00,189.98
2022-01-07 06:30:00,189.98
2022-01-07 07:00:00,185.28
2022-01-07 07:30:00,185.28
2022-01-07 08:00:00,210.02
2022-01-07 08:30:00,210.02
2022-01-07 09:00:00,211.08
2022-01-07 09:30:00,211.08
2022-01-07 10:00:00,202.01
2022-01-07 10:30:00,202.01
2022-01-07 11:00:00,204.5
2022-01-07 11:30:00,204.5
2022-01-07 12:00:00,211.71
2022-01-07 12:30:00,211.71
2022-01-07 13:00:00,190.27
2022-01-07 13:30:00,190.27
2022-01-07 14:00:00,186.2
2022-01-07 14:30:00,186.2
2022-01-07 15:00:00,199.61
2022-01-07 15:30:00,199.61
2022-01-07 16:00:00,217.38
2022-01-07 16:30:00,217.38
2022-01-07 17:00:00,253.2
2022-01-07 17:30:00,253.2
2022-01-07 18:00:00,248.78
2022-01-07 18:30:00,248.78
2022-01-07 19:00:00,254.63
2022-01-07 19:30:00,254.63
2022-01-07 20:00:00,207.17
2022-01-07 20:30:00,207.17
2022-01-07 21:00:00,189.08
2022-01-07 21:30:00,189.08
2022-01-07 22:00:00,190.02
2022-01-07 22:30:00,190.02
2022-01-07 23:00:00,175.12
2022-01-07 23:30:00,175.12
2022-01-08 00:00:00,239.98
2022-01-08 00:30:00,239.98
2022-01-08 01:00:00,240.78
2022-01-08 01:30:00,240.78
2022-01-08 02:00:00,196.44
2022-01-08 02:30:00,196.44
2022-01-08 03:00:00,153.81
2022-01-08 03:30:00,153.81
2022-01-08 04:00:00,139.21
2022-01-08 04:30:00,139.21
2022-01-08 05:00:00,133.14
2022-01-08 05:30:00,133.14
2022-01-08 06:00:00,143.49
2022-01-08 06:30:00,143.49
2022-01-08 07:00:00,157.51
2022-01-08 07:30:00,157.51
2022-01-08 08:00:00,178.49
2022-01-08 08:30:00,178.49
2022-01-08 09:00:00,183.41
2022-01-08 09:30:00,183.41
2022-01-08 10:00:00,192.59
2022-01-08 10:30:00,192.59
2022-01-08 11:00:00,201.95
2022-01-08 11:30:00,201.95
2022-01-08 12:00:00,220.0
2022-01-08 12:30:00,220.0
2022-01-08 13:00:00,194.18
2022-01-08 13:30:00,194.18
2022-01-08 14:00:00,190.05
2022-01-08 14:30:00,190.05
2022-01-08 15:00:00,170.34
2022-01-08 15:30:00,170.34
2022-01-08 16:00:00,235.0
2022-01-08 16:30:00,235.0
2022-01-08 17:00:00,257.13
2022-01-08 17:30:00,257.13
2022-01-08 18:00:00,234.42
2022-01-08 18:30:00,234.42
2022-01-08 19:00:00,197.06
2022-01-08 19:30:00,197.06
2022-01-08 20:00:00,164.19
2022-01-08 20:30:00,164.19
2022-01-08 21:00:00,196.19
2022-01-08 21:30:00,196.19
2022-01-08 22:00:00,123.5
2022-01-08 22:30:00,123.5
2022-01-08 23:00:00,273.81
2022-01-08 23:30:00,273.81
2022-01-09 00:00:00,182.88
