settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
17/11/2022,16,16,2022-11-17T07:57:00Z,2022-11-17T07:58:00Z,3,0,2,2022-11-17T07:40:00Z,FALSE,FALSE,FALSE,FALSE
17/11/2022,16,16,2022-11-17T07:42:00Z,2022-11-17T07:57:00Z,3,3,2,2022-11-17T07:40:00Z,FALSE,FALSE,FALSE,FALSE
17/11/2022,16,16,2022-11-17T07:41:00Z,2022-11-17T07:42:00Z,0,3,2,2022-11-17T07:40:00Z,FALSE,FALSE,FALSE,FALSE
16/11/2022,23,24,2022-11-16T11:15:00Z,2022-11-16T11:30:00Z,0,0,1,2022-11-16T11:11:00Z,FALSE,FALSE,FALSE,FALSE
16/11/2022,23,23,2022-11-16T11:14:00Z,2022-11-16T11:15:00Z,10,0,1,2022-11-16T11:11:00Z,FALSE,FALSE,FALSE,FALSE
25/11/2022,8,8,2022-11-25T03:48:00Z,2022-11-25T03:49:00Z,-2,0,304,2022-11-25T03:36:00Z,FALSE,FALSE,FALSE,FALSE
25/11/2022,8,8,2022-11-25T03:38:00Z,2022-11-25T03:48:00Z,-2,-2,304,2022-11-25T03:36:00Z,FALSE,FALSE,FALSE,FALSE
25/11/2022,8,8,2022-11-25T03:37:00Z,2022-11-25T03:38:00Z,0,-2,304,2022-11-25T03:36:00Z,FALSE,FALSE,FALSE,FALSE
24/11/2022,4,4,2022-11-24T01:40:00Z,2022-11-24T01:41:00Z,-3,0,303,2022-11-24T01:28:00Z,FALSE,TRUE,FALSE,FALSE
24/11/2022,4,4,2022-11-24T01:30:00Z,2022-11-24T01:40:00Z,-3,-3,303,2022-11-24T01:28:00Z,FALSE,TRUE,FALSE,FALSE
24/11/2022,3,4,2022-11-24T01:29:00Z,2022-11-24T01:30:00Z,0,-3,303,2022-11-24T01:28:00Z,FALSE,TRUE,FALSE,FALSE
09/02/2023,5,5,2023-02-09T02:16:00Z,2023-02-09T02:17:00Z,7,0,906,2023-02-09T01:53:00Z,FALSE,FALSE,FALSE,FALSE
09/02/2023,5,5,2023-02-09T02:01:00Z,2023-02-09T02:16:00Z,7,7,906,2023-02-09T01:53:00Z,FALSE,FALSE,FALSE,FALSE
09/02/2023,5,5,2023-02-09T02:00:00Z,2023-02-09T02:01:00Z,0,7,906,2023-02-09T01:53:00Z,FALSE,FALSE,FALSE,FALSE
07/02/2023,20,21,2023-02-07T09:59:00Z,2023-02-07T10:00:00Z,-8,0,905,2023-02-07T09:42:00Z,FALSE,FALSE,FALSE,FALSE
07/02/2023,20,20,2023-02-07T09:44:00Z,2023-02-07T09:59:00Z,-8,-8,905,2023-02-07T09:42:00Z,FALSE,FALSE,FALSE,FALSE
07/02/2023,20,20,2023-02-07T09:43:00Z,2023-02-07T09:44:00Z,0,-8,905,2023-02-07T09:42:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,24,24,2023-02-18T11:46:00Z,2023-02-18T11:47:00Z,0,-3,920,2023-02-18T11:32:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,24,24,2023-02-18T11:45:00Z,2023-02-18T11:46:00Z,13,0,920,2023-02-18T11:32:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,24,24,2023-02-18T11:35:00Z,2023-02-18T11:45:00Z,13,13,920,2023-02-18T11:32:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,24,24,2023-02-18T11:34:00Z,2023-02-18T11:35:00Z,-2,0,920,2023-02-18T11:32:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,23,23,2023-02-18T11:22:00Z,2023-02-18T11:23:00Z,35,0,919,2023-02-18T11:13:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,23,23,2023-02-18T11:18:00Z,2023-02-18T11:22:00Z,35,35,919,2023-02-18T11:13:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,23,23,2023-02-18T11:18:00Z,2023-02-18T11:19:00Z,35,0,918,2023-02-18T11:08:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,23,23,2023-02-18T11:11:00Z,2023-02-18T11:18:00Z,35,35,918,2023-02-18T11:08:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,23,23,2023-02-18T11:10:00Z,2023-02-18T11:11:00Z,0,35,918,2023-02-18T11:08:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,6,6,2023-02-18T02:58:00Z,2023-02-18T02:59:00Z,-16,0,917,2023-02-18T02:42:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,6,6,2023-02-18T02:45:00Z,2023-02-18T02:58:00Z,-16,-16,917,2023-02-18T02:42:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,6,6,2023-02-18T02:44:00Z,2023-02-18T02:45:00Z,0,-16,917,2023-02-18T02:42:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,3,3,2023-02-18T01:00:00Z,2023-02-18T01:01:00Z,-14,0,916,2023-02-18T00:53:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,2,3,2023-02-18T00:56:00Z,2023-02-18T01:00:00Z,-14,-14,916,2023-02-18T00:53:00Z,FALSE,FALSE,FALSE,FALSE
18/02/2023,2,2,2023-02-18T00:55:00Z,2023-02-18T00:56:00Z,0,-14,916,2023-02-18T00:53:00Z,FALSE,FALSE,FALSE,FALSE
17/02/2023,48,1,2023-02-17T23:59:00Z,2023-02-18T00:00:00Z,-17,0,915,2023-02-17T23:55:00Z,FALSE,FALSE,FALSE,FALSE
17/02/2023,48,48,2023-02-17T23:57:00Z,2023-02-17T23:59:00Z,-17,-17,915,2023-02-17T23:55:00Z,FALSE,FALSE,FALSE,FALSE
17/02/2023,48,48,2023-02-17T23:57:00Z,2023-02-17T23:58:00Z,-17,0,914,2023-02-17T23:50:00Z,FALSE,FALSE,FALSE,FALSE
17/02/2023,48,48,2023-02-17T23:53:00Z,2023-02-17T23:57:00Z,-17,-17,914,2023-02-17T23:50:00Z,FALSE,FALSE,FALSE,FALSE
17/02/2023,48,48,2023-02-17T23:52:00Z,2023-02-17T23:53:00Z,0,-17,914,2023-02-17T23:50:00Z,FALSE,FALSE,FALSE,FALSE
16/02/2023,30,30,2023-02-16T14:40:00Z,2023-02-16T14:41:00Z,-24,-19,913,2023-02-16T14:22:00Z,FALSE,FALSE,FALSE,FALSE
16/02/2023,29,30,2023-02-16T14:25:00Z,2023-02-16T14:40:00Z,-24,-24,913,2023-02-16T14:22:00Z,FALSE,FALSE,FALSE,FALSE
16/02/2023,29,29,2023-02-16T14:24:00Z,2023-02-16T14:25:00Z,0,-24,913,2023-02-16T14:22:00Z,FALSE,FALSE,FALSE,FALSE
15/02/2023,5,5,2023-02-15T02:26:00Z,2023-02-15T02:27:00Z,25,8,912,2023-02-15T02:16:00Z,FALSE,FALSE,FALSE,FALSE
15/02/2023,5,5,2023-02-15T02:19:00Z,2023-02-15T02:26:00Z,25,25,912,2023-02-15T02:16:00Z,FALSE,FALSE,FALSE,FALSE
15/02/2023,5,5,2023-02-15T02:18:00Z,2023-02-15T02:19:00Z,8,25,912,2023-02-15T02:16:00Z,FALSE,FALSE,FALSE,FALSE
15/02/2023,4,5,2023-02-15T01:46:00Z,2023-02-15T02:00:00Z,0,0,911,2023-02-15T01:43:00Z,FALSE,FALSE,FALSE,FALSE
15/02/2023,4,4,2023-02-15T01:45:00Z,2023-02-15T01:46:00Z,7,0,911,2023-02-15T01:43:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,48,48,2023-02-14T23:50:00Z,2023-02-14T23:51:00Z,-18,0,910,2023-02-14T23:40:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,48,48,2023-02-14T23:43:00Z,2023-02-14T23:50:00Z,-18,-18,910,2023-02-14T23:40:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,48,48,2023-02-14T23:42:00Z,2023-02-14T23:43:00Z,0,-18,910,2023-02-14T23:40:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,2,2,2023-02-14T00:57:00Z,2023-02-14T00:58:00Z,-19,0,909,2023-02-14T00:47:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,2,2,2023-02-14T00:50:00Z,2023-02-14T00:57:00Z,-19,-19,909,2023-02-14T00:47:00Z,FALSE,FALSE,FALSE,FALSE
14/02/2023,2,2,2023-02-14T00:49:00Z,2023-02-14T00:50:00Z,0,-19,909,2023-02-14T00:47:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,48,48,2023-02-13T23:53:00Z,2023-02-13T23:54:00Z,-34,0,908,2023-02-13T23:42:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,48,48,2023-02-13T23:45:00Z,2023-02-13T23:53:00Z,-34,-34,908,2023-02-13T23:42:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,48,48,2023-02-13T23:44:00Z,2023-02-13T23:45:00Z,0,-34,908,2023-02-13T23:42:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,18,18,2023-02-13T08:48:00Z,2023-02-13T08:49:00Z,4,0,907,2023-02-13T08:16:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,17,18,2023-02-13T08:18:00Z,2023-02-13T08:48:00Z,4,4,907,2023-02-13T08:16:00Z,FALSE,FALSE,FALSE,FALSE
13/02/2023,17,17,2023-02-13T08:17:00Z,2023-02-13T08:18:00Z,0,4,907,2023-02-13T08:16:00Z,FALSE,FALSE,FALSE,FALSE
20/02/2023,26,26,2023-02-20T12:52:00Z,2023-02-20T12:53:00Z,-2,0,928,2023-02-20T12:34:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,26,26,2023-02-20T12:37:00Z,2023-02-20T12:52:00Z,-2,-2,928,2023-02-20T12:34:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,26,26,2023-02-20T12:36:00Z,2023-02-20T12:37:00Z,0,-2,928,2023-02-20T12:34:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,25,25,2023-02-20T12:05:00Z,2023-02-20T12:06:00Z,-6,0,927,2023-02-20T11:47:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,24,25,2023-02-20T11:50:00Z,2023-02-20T12:05:00Z,-6,-6,927,2023-02-20T11:47:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,24,24,2023-02-20T11:49:00Z,2023-02-20T11:50:00Z,0,-6,927,2023-02-20T11:47:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,24,24,2023-02-20T11:44:00Z,2023-02-20T11:45:00Z,-24,0,924,2023-02-20T11:26:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,23,24,2023-02-20T11:29:00Z,2023-02-20T11:44:00Z,-24,-24,924,2023-02-20T11:26:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,23,23,2023-02-20T11:28:00Z,2023-02-20T11:29:00Z,0,-24,924,2023-02-20T11:26:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,22,22,2023-02-20T10:58:00Z,2023-02-20T10:59:00Z,-27,0,922,2023-02-20T10:48:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,22,22,2023-02-20T10:51:00Z,2023-02-20T10:58:00Z,-27,-27,922,2023-02-20T10:48:00Z,FALSE,TRUE,FALSE,FALSE
20/02/2023,22,22,2023-02-20T10:50:00Z,2023-02-20T10:51:00Z,0,-27,922,2023-02-20T10:48:00Z,FALSE,TRUE,FALSE,FALSE
28/02/2023,26,26,2023-02-28T12:42:00Z,2023-02-28T12:43:00Z,-30,-2,930,2023-02-28T12:25:00Z,FALSE,FALSE,FALSE,FALSE
28/02/2023,25,26,2023-02-28T12:28:00Z,2023-02-28T12:42:00Z,-30,-30,930,2023-02-28T12:25:00Z,FALSE,FALSE,FALSE,FALSE
28/02/2023,25,25,2023-02-28T12:27:00Z,2023-02-28T12:28:00Z,0,-30,930,2023-02-28T12:25:00Z,FALSE,FALSE,FALSE,FALSE
27/02/2023,24,24,2023-02-27T11:50:00Z,2023-02-27T11:51:00Z,0,-2,929,2023-02-27T11:36:00Z,FALSE,FALSE,FALSE,FALSE
27/02/2023,24,24,2023-02-27T11:49:00Z,2023-02-27T11:50:00Z,7,0,929,2023-02-27T11:36:00Z,FALSE,FALSE,FALSE,FALSE
27/02/2023,24,24,2023-02-27T11:39:00Z,2023-02-27T11:49:00Z,7,7,929,2023-02-27T11:36:00Z,FALSE,FALSE,FALSE,FALSE
27/02/2023,24,24,2023-02-27T11:38:00Z,2023-02-27T11:39:00Z,-1,0,929,2023-02-27T11:36:00Z,FALSE,FALSE,FALSE,FALSE
01/04/2023,5,5,2023-04-01T01:08:00Z,2023-04-01T01:09:00Z,0,-2,1331,2023-04-01T00:58:00Z,FALSE,FALSE,FALSE,FALSE
01/04/2023,5,5,2023-04-01T01:07:00Z,2023-04-01T01:08:00Z,33,0,1331,2023-04-01T00:58:00Z,FALSE,FALSE,FALSE,FALSE
01/04/2023,5,5,2023-04-01T01:01:00Z,2023-04-01T01:07:00Z,33,33,1331,2023-04-01T00:58:00Z,FALSE,FALSE,FALSE,FALSE
01/04/2023,5,5,2023-04-01T01:00:00Z,2023-04-01T01:01:00Z,0,33,1331,2023-04-01T00:58:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,47,47,2023-06-04T22:02:00Z,2023-06-04T22:03:00Z,-3,0,1697,2023-06-04T21:54:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,46,47,2023-06-04T21:57:00Z,2023-06-04T22:02:00Z,-3,-3,1697,2023-06-04T21:54:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,46,46,2023-06-04T21:56:00Z,2023-06-04T21:57:00Z,-2,-3,1697,2023-06-04T21:54:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,45,45,2023-06-04T21:13:00Z,2023-06-04T21:14:00Z,8,0,1696,2023-06-04T21:05:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,45,45,2023-06-04T21:08:00Z,2023-06-04T21:13:00Z,8,8,1696,2023-06-04T21:05:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,45,45,2023-06-04T21:07:00Z,2023-06-04T21:08:00Z,0,8,1696,2023-06-04T21:05:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,44,44,2023-06-04T20:47:00Z,2023-06-04T20:48:00Z,15,0,1695,2023-06-04T20:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,44,44,2023-06-04T20:42:00Z,2023-06-04T20:47:00Z,15,15,1695,2023-06-04T20:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,44,44,2023-06-04T20:41:00Z,2023-06-04T20:42:00Z,0,15,1695,2023-06-04T20:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,27,27,2023-06-04T12:14:00Z,2023-06-04T12:15:00Z,1,0,1694,2023-06-04T12:01:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,27,27,2023-06-04T12:04:00Z,2023-06-04T12:14:00Z,1,1,1694,2023-06-04T12:01:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,27,27,2023-06-04T12:03:00Z,2023-06-04T12:04:00Z,-3,0,1694,2023-06-04T12:01:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,26,26,2023-06-04T11:55:00Z,2023-06-04T11:56:00Z,1,0,1693,2023-06-04T11:47:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,26,26,2023-06-04T11:51:00Z,2023-06-04T11:55:00Z,1,1,1693,2023-06-04T11:47:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,26,26,2023-06-04T11:51:00Z,2023-06-04T11:52:00Z,1,0,1692,2023-06-04T11:36:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,26,26,2023-06-04T11:39:00Z,2023-06-04T11:51:00Z,1,1,1692,2023-06-04T11:36:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,26,26,2023-06-04T11:38:00Z,2023-06-04T11:39:00Z,-2,0,1692,2023-06-04T11:36:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,24,24,2023-06-04T10:57:00Z,2023-06-04T10:58:00Z,2,0,1691,2023-06-04T10:50:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,24,24,2023-06-04T10:52:00Z,2023-06-04T10:57:00Z,2,2,1691,2023-06-04T10:50:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,24,24,2023-06-04T10:52:00Z,2023-06-04T10:53:00Z,2,0,1690,2023-06-04T10:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,24,24,2023-06-04T10:42:00Z,2023-06-04T10:52:00Z,2,2,1690,2023-06-04T10:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,24,24,2023-06-04T10:41:00Z,2023-06-04T10:42:00Z,-4,0,1690,2023-06-04T10:39:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,23,23,2023-06-04T10:14:00Z,2023-06-04T10:15:00Z,4,0,1688,2023-06-04T10:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,23,23,2023-06-04T10:06:00Z,2023-06-04T10:07:00Z,4,0,1687,2023-06-04T09:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,23,23,2023-06-04T10:04:00Z,2023-06-04T10:14:00Z,4,4,1688,2023-06-04T10:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,22,23,2023-06-04T09:56:00Z,2023-06-04T10:06:00Z,4,4,1687,2023-06-04T09:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,22,22,2023-06-04T09:55:00Z,2023-06-04T09:56:00Z,0,4,1687,2023-06-04T09:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,21,21,2023-06-04T09:09:00Z,2023-06-04T09:10:00Z,9,0,1686,2023-06-04T09:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,21,21,2023-06-04T09:05:00Z,2023-06-04T09:06:00Z,9,0,1685,2023-06-04T08:58:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,21,21,2023-06-04T09:04:00Z,2023-06-04T09:09:00Z,9,9,1686,2023-06-04T09:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,21,21,2023-06-04T09:01:00Z,2023-06-04T09:02:00Z,9,0,1684,2023-06-04T08:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,21,21,2023-06-04T09:00:00Z,2023-06-04T09:05:00Z,9,9,1685,2023-06-04T08:58:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,20,21,2023-06-04T08:56:00Z,2023-06-04T09:01:00Z,9,9,1684,2023-06-04T08:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,20,20,2023-06-04T08:55:00Z,2023-06-04T08:56:00Z,-6,0,1684,2023-06-04T08:53:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,19,20,2023-06-04T08:29:00Z,2023-06-04T08:30:00Z,7,0,1683,2023-06-04T08:21:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,19,19,2023-06-04T08:26:00Z,2023-06-04T08:27:00Z,7,0,1682,2023-06-04T08:16:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,19,19,2023-06-04T08:23:00Z,2023-06-04T08:29:00Z,7,7,1683,2023-06-04T08:21:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,19,19,2023-06-04T08:19:00Z,2023-06-04T08:26:00Z,7,7,1682,2023-06-04T08:16:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,19,19,2023-06-04T08:18:00Z,2023-06-04T08:19:00Z,-1,0,1682,2023-06-04T08:16:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,17,17,2023-06-04T07:26:00Z,2023-06-04T07:27:00Z,2,0,1681,2023-06-04T07:15:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,17,17,2023-06-04T07:18:00Z,2023-06-04T07:26:00Z,2,2,1681,2023-06-04T07:15:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,17,17,2023-06-04T07:17:00Z,2023-06-04T07:18:00Z,0,2,1681,2023-06-04T07:15:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:24:00Z,2023-06-04T06:25:00Z,0,-3,1679,2023-06-04T06:14:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:23:00Z,2023-06-04T06:24:00Z,14,0,1679,2023-06-04T06:14:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:20:00Z,2023-06-04T06:21:00Z,0,-3,1678,2023-06-04T06:10:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:19:00Z,2023-06-04T06:20:00Z,14,0,1678,2023-06-04T06:10:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:16:00Z,2023-06-04T06:23:00Z,14,14,1679,2023-06-04T06:14:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:15:00Z,2023-06-04T06:16:00Z,0,-3,1677,2023-06-04T06:06:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:14:00Z,2023-06-04T06:19:00Z,14,14,1678,2023-06-04T06:10:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:14:00Z,2023-06-04T06:15:00Z,14,0,1677,2023-06-04T06:06:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:09:00Z,2023-06-04T06:14:00Z,14,14,1677,2023-06-04T06:06:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,15,15,2023-06-04T06:08:00Z,2023-06-04T06:09:00Z,-2,0,1677,2023-06-04T06:06:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,7,7,2023-06-04T02:15:00Z,2023-06-04T02:16:00Z,8,0,1676,2023-06-04T02:07:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,7,7,2023-06-04T02:10:00Z,2023-06-04T02:15:00Z,8,8,1676,2023-06-04T02:07:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,7,7,2023-06-04T02:09:00Z,2023-06-04T02:10:00Z,0,8,1676,2023-06-04T02:07:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,3,3,2023-06-04T00:13:00Z,2023-06-04T00:14:00Z,9,0,1675,2023-06-04T00:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,3,3,2023-06-04T00:05:00Z,2023-06-04T00:13:00Z,9,9,1675,2023-06-04T00:02:00Z,FALSE,FALSE,FALSE,FALSE
04/06/2023,3,3,2023-06-04T00:04:00Z,2023-06-04T00:05:00Z,-1,0,1675,2023-06-04T00:02:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,47,47,2023-06-03T22:14:00Z,2023-06-03T22:15:00Z,13,0,1674,2023-06-03T22:03:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,47,47,2023-06-03T22:06:00Z,2023-06-03T22:14:00Z,13,13,1674,2023-06-03T22:03:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,47,47,2023-06-03T22:05:00Z,2023-06-03T22:06:00Z,0,13,1674,2023-06-03T22:03:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,45,45,2023-06-03T21:12:00Z,2023-06-03T21:13:00Z,12,0,1673,2023-06-03T21:04:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,45,45,2023-06-03T21:07:00Z,2023-06-03T21:12:00Z,12,12,1673,2023-06-03T21:04:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,45,45,2023-06-03T21:06:00Z,2023-06-03T21:07:00Z,-3,0,1673,2023-06-03T21:04:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,38,38,2023-06-03T17:50:00Z,2023-06-03T17:51:00Z,14,0,1671,2023-06-03T17:43:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,38,38,2023-06-03T17:45:00Z,2023-06-03T17:50:00Z,14,14,1671,2023-06-03T17:43:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,38,38,2023-06-03T17:45:00Z,2023-06-03T17:46:00Z,14,0,1670,2023-06-03T17:32:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,38,38,2023-06-03T17:35:00Z,2023-06-03T17:45:00Z,14,14,1670,2023-06-03T17:32:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,38,38,2023-06-03T17:34:00Z,2023-06-03T17:35:00Z,0,14,1670,2023-06-03T17:32:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,34,34,2023-06-03T15:49:00Z,2023-06-03T15:50:00Z,0,-2,1669,2023-06-03T15:40:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,34,34,2023-06-03T15:48:00Z,2023-06-03T15:49:00Z,14,0,1669,2023-06-03T15:40:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,34,34,2023-06-03T15:43:00Z,2023-06-03T15:48:00Z,14,14,1669,2023-06-03T15:40:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,34,34,2023-06-03T15:42:00Z,2023-06-03T15:43:00Z,-2,0,1669,2023-06-03T15:40:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,29,29,2023-06-03T13:08:00Z,2023-06-03T13:09:00Z,8,1,1668,2023-06-03T13:00:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,29,29,2023-06-03T13:03:00Z,2023-06-03T13:08:00Z,8,8,1668,2023-06-03T13:00:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,29,29,2023-06-03T13:02:00Z,2023-06-03T13:03:00Z,0,8,1668,2023-06-03T13:00:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,27,27,2023-06-03T12:09:00Z,2023-06-03T12:10:00Z,13,0,1666,2023-06-03T12:01:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,27,27,2023-06-03T12:04:00Z,2023-06-03T12:09:00Z,13,13,1666,2023-06-03T12:01:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,27,27,2023-06-03T12:03:00Z,2023-06-03T12:04:00Z,0,13,1666,2023-06-03T12:01:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,26,26,2023-06-03T11:45:00Z,2023-06-03T11:46:00Z,-7,0,1664,2023-06-03T11:38:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,26,26,2023-06-03T11:41:00Z,2023-06-03T11:42:00Z,-7,0,1663,2023-06-03T11:26:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,26,26,2023-06-03T11:40:00Z,2023-06-03T11:45:00Z,-7,-7,1664,2023-06-03T11:38:00Z,FALSE,FALSE,FALSE,FALSE
03/06/2023,25,26,2023-06-03T11:29:00Z,2023-06-03T11:41:00Z,-7,-7,1663,2023-06-03T11:26:00Z,FALSE,FALSE,FALSE,FALSE
