settlementDate,settlementPeriodFrom,settlementPeriodTo,timeFrom,timeTo,levelFrom,levelTo,acceptanceNumber,acceptanceTime,deemedBoFlag,soFlag,storFlag,rrFlag
06/06/2023,36,36,2023-06-06T16:50:00Z,2023-06-06T16:57:00Z,6,6,1716,2023-06-06T16:47:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,36,36,2023-06-06T16:49:00Z,2023-06-06T16:50:00Z,0,6,1716,2023-06-06T16:47:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,36,36,2023-06-06T16:42:00Z,2023-06-06T16:43:00Z,13,0,1714,2023-06-06T16:29:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,36,36,2023-06-06T16:32:00Z,2023-06-06T16:42:00Z,13,13,1714,2023-06-06T16:29:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,36,36,2023-06-06T16:31:00Z,2023-06-06T16:32:00Z,0,13,1714,2023-06-06T16:29:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,32,32,2023-06-06T14:44:00Z,2023-06-06T14:45:00Z,16,0,1713,2023-06-06T14:37:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,32,32,2023-06-06T14:39:00Z,2023-06-06T14:44:00Z,16,16,1713,2023-06-06T14:37:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,32,32,2023-06-06T14:39:00Z,2023-06-06T14:40:00Z,16,0,1712,2023-06-06T14:31:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,32,32,2023-06-06T14:34:00Z,2023-06-06T14:39:00Z,16,16,1712,2023-06-06T14:31:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,32,32,2023-06-06T14:33:00Z,2023-06-06T14:34:00Z,0,16,1712,2023-06-06T14:31:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,26,26,2023-06-06T11:31:00Z,2023-06-06T11:32:00Z,16,0,1711,2023-06-06T11:22:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,25,26,2023-06-06T11:26:00Z,2023-06-06T11:31:00Z,16,16,1711,2023-06-06T11:22:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,25,25,2023-06-06T11:25:00Z,2023-06-06T11:26:00Z,0,16,1711,2023-06-06T11:22:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,25,25,2023-06-06T11:24:00Z,2023-06-06T11:25:00Z,-3,0,1711,2023-06-06T11:22:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,20,20,2023-06-06T08:57:00Z,2023-06-06T08:58:00Z,10,0,1710,2023-06-06T08:49:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,20,20,2023-06-06T08:52:00Z,2023-06-06T08:57:00Z,10,10,1710,2023-06-06T08:49:00Z,FALSE,FALSE,FALSE,FALSE
06/06/2023,20,20,2023-06-06T08:51:00Z,2023-06-06T08:52:00Z,0,10,1710,2023-06-06T08:49:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,40,40,2023-06-05T18:48:00Z,2023-06-05T18:49:00Z,2,0,1709,2023-06-05T18:40:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,40,40,2023-06-05T18:43:00Z,2023-06-05T18:48:00Z,2,2,1709,2023-06-05T18:40:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,40,40,2023-06-05T18:42:00Z,2023-06-05T18:43:00Z,-4,0,1709,2023-06-05T18:40:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,37,37,2023-06-05T17:25:00Z,2023-06-05T17:26:00Z,10,0,1708,2023-06-05T17:15:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,37,37,2023-06-05T17:18:00Z,2023-06-05T17:25:00Z,10,10,1708,2023-06-05T17:15:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,37,37,2023-06-05T17:17:00Z,2023-06-05T17:18:00Z,-3,0,1708,2023-06-05T17:15:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,35,35,2023-06-05T16:18:00Z,2023-06-05T16:19:00Z,-3,0,1706,2023-06-05T16:10:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,35,35,2023-06-05T16:13:00Z,2023-06-05T16:18:00Z,-3,-3,1706,2023-06-05T16:10:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,35,35,2023-06-05T16:12:00Z,2023-06-05T16:13:00Z,0,-3,1706,2023-06-05T16:10:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:58:00Z,2023-06-05T15:59:00Z,3,1,1705,2023-06-05T15:45:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:48:00Z,2023-06-05T15:58:00Z,3,3,1705,2023-06-05T15:45:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:47:00Z,2023-06-05T15:48:00Z,0,3,1705,2023-06-05T15:45:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:40:00Z,2023-06-05T15:41:00Z,13,0,1703,2023-06-05T15:31:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:35:00Z,2023-06-05T15:40:00Z,13,13,1703,2023-06-05T15:31:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:35:00Z,2023-06-05T15:36:00Z,13,0,1702,2023-06-05T15:27:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,34,34,2023-06-05T15:30:00Z,2023-06-05T15:35:00Z,13,13,1702,2023-06-05T15:27:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,33,34,2023-06-05T15:29:00Z,2023-06-05T15:30:00Z,0,13,1702,2023-06-05T15:27:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,17,17,2023-06-05T07:17:00Z,2023-06-05T07:18:00Z,8,0,1701,2023-06-05T07:06:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,17,17,2023-06-05T07:09:00Z,2023-06-05T07:17:00Z,8,8,1701,2023-06-05T07:06:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,17,17,2023-06-05T07:08:00Z,2023-06-05T07:09:00Z,0,8,1701,2023-06-05T07:06:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,16,16,2023-06-05T06:58:00Z,2023-06-05T06:59:00Z,12,1,1700,2023-06-05T06:45:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,16,16,2023-06-05T06:48:00Z,2023-06-05T06:58:00Z,12,12,1700,2023-06-05T06:45:00Z,FALSE,FALSE,FALSE,FALSE
05/06/2023,16,16,2023-06-05T06:47:00Z,2023-06-05T06:48:00Z,0,12,1700,2023-06-05T06:45:00Z,FALSE,FALSE,FALSE,FALSE
