dtm,f_sum,f_mean,f_max,f_min,f_std,f_skew,delta_freq_sum,delta_freq_mean,delta_freq_max,delta_freq_min,delta_freq_std,delta_freq_skew,disp_dcl_percent_sum,disp_dcl_percent_mean,disp_dcl_percent_max,disp_dcl_percent_min,disp_dcl_percent_std,disp_dch_percent_sum,disp_dch_percent_mean,disp_dch_percent_max,disp_dch_percent_min,disp_dch_percent_std,disp_ffr_percent_sum,disp_ffr_percent_mean,disp_ffr_percent_max,disp_ffr_percent_min,disp_ffr_percent_std,disp_dcl_percent_kWh_per_kW_sum,disp_dcl_percent_kWh_per_kW_mean,disp_dcl_percent_kWh_per_kW_max,disp_dcl_percent_kWh_per_kW_min,disp_dcl_percent_kWh_per_kW_std,disp_dcl_percent_kWh_per_kW_skew,disp_dch_percent_kWh_per_kW_sum,disp_dch_percent_kWh_per_kW_mean,disp_dch_percent_kWh_per_kW_max,disp_dch_percent_kWh_per_kW_min,disp_dch_percent_kWh_per_kW_std,disp_dch_percent_kWh_per_kW_skew,disp_ffr_percent_kWh_per_kW_sum,disp_ffr_percent_kWh_per_kW_mean,disp_ffr_percent_kWh_per_kW_max,disp_ffr_percent_kWh_per_kW_min,disp_ffr_percent_kWh_per_kW_std,disp_ffr_percent_kWh_per_kW_skew,disp_ffr_MW,disp_dcl_MW,disp_dch_MW,EFA Block Count,EFA HH Count
2020-08-01 10:30:00,90055.47,50.030815,50.16,49.9,0.06738424999560219,0.07153,55.46875,0.030815972,0.1562,-0.09375,0.06738424999560391,0.0907,505.31543,0.28073078,2.13,0.0,0.4672922056635505,-1871.1274,-1.0395153,0.0,-3.818,1.193447116767905,-10424.07,-5.79115,16.25,-29.12,11.371037345183533,0.28073078,0.00015596155,0.0011838108,0.0,0.0002596067744165347,1.716338872909546,-1.0395153,-0.0005775085,0.0,-0.0021213107,0.0006630261746542046,-0.6897589564323425,-5.79115,-0.0032173055,0.009027778,-0.016180556,0.006317243054462706,-0.25820887,-1.853168,0.08983385,-0.33264488,2,3
2020-08-01 11:00:00,90040.875,50.02271,50.16,49.8,0.07346906549919227,-1.371,40.875,0.022708334,0.1562,-0.1875,0.07346906549919623,-1.048,883.34375,0.49074653,4.664,0.0,1.0881282455987997,-1651.9517,-0.9177509,0.0,-3.818,0.8763065994709538,-5842.3984,-3.245777,35.6,-29.12,12.878102176880677,0.49074653,0.00027263697,0.002591146,0.0,0.0006045156798791169,2.1562790870666504,-0.9177509,-0.0005098616,0.0,-0.0021213107,0.00048683699279800807,-0.8704310655593872,-3.245777,-0.0018032094,0.019774305,-0.016180556,0.0071545013931109975,1.016131,-1.0386486,0.15703888,-0.29368028,2,4
2020-08-01 11:30:00,90078.59,50.043663,50.12,49.97,0.03722705372784994,0.683,78.59375,0.043663196,0.125,-0.03125,0.03722705372784991,-0.2395,57.256348,0.03180908,0.4438,0.0,0.11451573814094108,-1676.9702,-0.9316501,0.0,-2.975,0.7821789668392525,-12329.672,-6.8498178,3.352,-22.69,6.30649622998783,0.03180908,1.7671711e-05,0.00024658203,0.0,6.3619853922026e-05,3.3240184783935547,-0.9316501,-0.0005175834,0.0,-0.0016525608,0.00043454386732732776,-0.4586804211139679,-6.8498178,-0.0038054544,0.0018619791,-0.012604167,0.0035036091096356473,-0.28317627,-2.1919417,0.010178906,-0.29812804,2,5
2020-08-01 12:00:00,90089.66,50.04981,50.12,50.0,0.027862662878067865,-1.114,89.65625,0.049809027,0.125,0.0,0.02786266287805709,-0.015175,0.0,0.0,0.0,0.0,0.0,-1778.0063,-0.9877813,0.0,-2.975,0.6819412991301975,-13525.367,-7.514093,0.0,-22.69,5.207022219355389,0.0,0.0,0.0,0.0,0.0,0.0,-0.9877813,-0.0005487674,0.0,-0.0016525608,0.00037885627341523864,-0.3294052183628082,-7.514093,-0.004174496,0.0,-0.012604167,0.0028927902288781613,-0.33385584,-2.4045098,0.0,-0.31609002,2,6
2020-08-01 12:30:00,90035.875,50.01993,50.16,49.9,0.06605472340301649,-0.07947,35.875,0.019930556,0.1562,-0.09375,0.06605472340301675,0.4382,598.4341,0.33246338,2.13,0.0,0.5144021316369901,-1486.9277,-0.82607096,0.0,-3.818,1.159298710659354,-6780.258,-3.76681,16.25,-29.12,11.194729910646016,0.33246338,0.00018470189,0.0011838108,0.0,0.0002857789548480809,1.45269775390625,-0.82607096,-0.00045892832,0.0,-0.0021213107,0.0006440548255508097,-1.3755089044570923,-3.76681,-0.0020926723,0.009027778,-0.016180556,0.006219294518637933,-0.70459974,-1.2053791,0.106388286,-0.2643427,2,7
2020-08-01 13:00:00,90061.84,50.03436,50.12,49.94,0.03900869657933157,-0.0411,61.84375,0.034357637,0.125,-0.0625,0.0390086965793391,-0.2817,130.44531,0.072469614,1.287,0.0,0.21361521440427247,-1373.2056,-0.762892,0.0,-2.975,0.7288386120360041,-9455.945,-5.253303,9.8,-22.69,6.317068617936523,0.072469614,4.0260897e-05,0.00071506074,0.0,0.00011867511647454678,3.733987808227539,-0.76289195,-0.00042382887,0.0,-0.0016525608,0.00040491033575718234,-0.7700573801994324,-5.253303,-0.0029185016,0.0054427083,-0.012604167,0.0035094826332659674,-0.28644043,-1.681057,0.023190277,-0.24412543,3,0
2020-08-01 13:30:00,90091.375,50.050762,50.12,49.97,0.031570793401269094,-0.844,91.375,0.05076389,0.125,-0.03125,0.03157079340126609,0.1432,9.320801,0.0051782224,0.4438,0.0,0.04767379428069379,-1854.5024,-1.0302792,0.0,-2.975,0.7551858229453169,-14039.875,-7.7999306,3.352,-22.69,5.828960688689703,0.0051782224,2.8767902e-06,0.00024658203,0.0,2.648544101696807e-05,9.102975845336914,-1.0302792,-0.0005723773,0.0,-0.0016525608,0.00041954767810932427,-0.6737223267555237,-7.7999306,-0.004333295,0.0018619791,-0.012604167,0.003238311560363345,-0.62154603,-2.4959779,0.0016570311,-0.32968932,3,1
2020-08-01 14:00:00,90114.5,50.06361,50.12,49.97,0.03536304920256391,0.1028,114.5,0.06361111,0.125,-0.03125,0.03536304920257462,0.00965,4.882324,0.0027124023,0.4438,0.0,0.03460059838354934,-2441.1392,-1.3561884,0.0,-2.975,0.8861092317858169,-18553.922,-10.3077345,3.352,-22.69,6.802797023369187,0.0027124023,1.5068902e-06,0.00024658203,0.0,1.9222554476021876e-05,12.68505573272705,-1.3561884,-0.000753438,0.0,-0.0016525608,0.0004922829104493231,-0.3198799788951874,-10.3077345,-0.005726519,0.0018619791,-0.012604167,0.003779331774943611,-0.2973658,-3.298475,0.0008679687,-0.4339803,3,2
2020-08-01 14:30:00,90060.94,50.033855,50.12,49.94,0.03513030491435281,-0.1469,60.9375,0.033854168,0.125,-0.0625,0.03513030491433422,-0.3691,110.38379,0.06132433,1.287,0.0,0.19325462949443412,-1285.9053,-0.7143918,0.0,-2.975,0.6493474355205745,-8937.1875,-4.965104,9.8,-22.69,5.632188614786791,0.06132433,3.406907e-05,0.00071506074,0.0,0.00010736368078205576,4.023192882537842,-0.7143918,-0.00039688434,0.0,-0.0016525608,0.00036074857006554624,-0.9369463324546814,-4.965104,-0.0027583912,0.0054427083,-0.012604167,0.003128993707441398,-0.35556895,-1.5888333,0.019623784,-0.22860539,3,3
2020-08-01 15:00:00,89990.16,49.99453,50.06,49.88,0.040259673758266015,-0.9307,-9.84375,-0.00546875,0.0625,-0.125,0.04025967375825909,-0.5454,615.92285,0.34217936,2.975,0.0,0.6123122332135321,-368.60986,-0.20478326,0.0,-1.287,0.34404248603151605,1888.6328,1.0492405,22.69,-9.8,6.05591626979935,0.34217936,0.00019009964,0.0016525608,0.0,0.0003401734598428635,2.164053201675415,-0.20478326,-0.00011376848,0.0,-0.00071506074,0.00019113470954086156,-1.9458273649215698,1.0492405,0.00058291137,0.012604167,-0.0054427083,0.0033643979527606606,0.9951488,0.33575696,0.1094974,-0.06553064,3,4
